19.942,10.396,0,5
19.942,10.396,0,5
19.97,10.801,0.05,5
20.071,11.201,0.1,5
20.231,11.585,0.15,5
20.437,11.949,0.2,5
20.68,12.29,0.25,5
20.951,12.609,0.3,5
21.243,12.905,0.35,5
21.55,13.18,0.4,5
21.867,13.434,0.45,5
22.191,13.669,0.5,5
22.517,13.886,0.55,5
22.843,14.087,0.6,5
23.166,14.271,0.65,5
23.484,14.441,0.7,5
23.795,14.598,0.75,5
24.098,14.742,0.8,5
24.389,14.876,0.85,5
24.669,15.002,0.9,5
24.909,15.166,0.95,5
24.985,15.433,1,5
24.911,15.689,1.05,5
24.73,15.87,1.1,5
24.497,15.947,1.15,5
24.261,15.917,1.2,5
24.066,15.796,1.25,5
23.94,15.613,1.3,5
23.895,15.402,1.35,5
23.93,15.196,1.4,5
24.031,15.019,1.45,5
24.179,14.886,1.5,5
24.356,14.805,1.55,5
24.543,14.774,1.6,5
24.729,14.79,1.65,5
24.903,14.844,1.7,5
25.059,14.93,1.75,5
25.195,15.039,1.8,5
25.309,15.165,1.85,5
25.403,15.301,1.9,5
25.477,15.444,1.95,5
25.535,15.589,2,5
25.579,15.734,2.05,5
25.613,15.876,2.1,5
25.639,16.014,2.15,5
25.662,16.146,2.2,5
25.689,16.273,2.25,5
25.73,16.389,2.3,5
25.795,16.487,2.35,5
25.883,16.557,2.4,5
25.985,16.591,2.45,5
26.088,16.59,2.5,5
26.18,16.556,2.55,5
26.242,16.486,2.6,5
26.244,16.397,2.65,5
26.192,16.328,2.7,5
26.114,16.301,2.75,5
26.034,16.314,2.8,5
25.969,16.36,2.85,5
25.926,16.426,2.9,5
25.905,16.501,2.95,5
25.904,16.579,3,5
25.921,16.655,3.05,5
25.951,16.727,3.1,5
25.991,16.794,3.15,5
26.04,16.856,3.2,5
26.094,16.913,3.25,5
26.152,16.966,3.3,5
26.214,17.015,3.35,5
26.278,17.062,3.4,5
26.343,17.106,3.45,5
26.408,17.15,3.5,5
26.475,17.192,3.55,5
26.541,17.235,3.6,5
26.607,17.277,3.65,5
26.672,17.32,3.7,5
26.737,17.363,3.75,5
26.801,17.407,3.8,5
26.864,17.451,3.85,5
26.926,17.497,3.9,5
26.987,17.543,3.95,5
27.047,17.59,4,5
27.106,17.638,4.05,5
27.164,17.686,4.1,5
27.221,17.735,4.15,5
27.277,17.784,4.2,5
27.332,17.834,4.25,5
27.387,17.884,4.3,5
27.44,17.935,4.35,5
27.493,17.985,4.4,5
27.545,18.036,4.45,5
27.597,18.087,4.5,5
27.648,18.137,4.55,5
27.699,18.188,4.6,5
27.749,18.238,4.65,5
27.799,18.289,4.7,5
27.849,18.339,4.75,5
27.898,18.389,4.8,5
27.947,18.439,4.85,5
27.996,18.489,4.9,5
28.045,18.538,4.95,5
28.093,18.588,5,5
28.142,18.637,5.05,5
28.19,18.686,5.1,5
28.238,18.735,5.15,5
28.287,18.784,5.2,5
28.335,18.832,5.25,5
28.383,18.881,5.3,5
28.431,18.929,5.35,5
28.479,18.978,5.4,5
28.527,19.026,5.45,5
28.574,19.074,5.5,5
28.622,19.122,5.55,5
28.67,19.17,5.6,5
28.718,19.218,5.65,5
28.766,19.266,5.7,5
28.814,19.314,5.75,5
28.862,19.362,5.8,5
28.91,19.41,5.85,5
28.958,19.458,5.9,5
29.006,19.506,5.95,5
29.054,19.554,6,5
29.103,19.603,6.05,5
29.151,19.651,6.1,5
29.199,19.699,6.15,5
29.248,19.748,6.2,5
29.296,19.796,6.25,5
29.345,19.845,6.3,5
29.394,19.894,6.35,5
29.442,19.942,6.4,5
29.491,19.991,6.45,5
29.54,20.04,6.5,5
29.589,20.089,6.55,5
29.639,20.139,6.6,5
29.688,20.188,6.65,5
29.737,20.237,6.7,5
29.787,20.287,6.75,5
29.836,20.336,6.8,5
29.886,20.386,6.85,5
29.936,20.436,6.9,5
29.986,20.485,6.95,5
30.036,20.535,7,5
30.085,20.585,7.05,5
30.136,20.635,7.1,5
30.186,20.685,7.15,5
30.236,20.736,7.2,5
30.286,20.786,7.25,5
30.336,20.836,7.3,5
30.387,20.887,7.35,5
30.437,20.937,7.4,5
30.488,20.988,7.45,5
30.538,21.038,7.5,5
30.589,21.089,7.55,5
30.639,21.139,7.6,5
30.69,21.19,7.65,5
30.741,21.24,7.7,5
30.791,21.291,7.75,5
30.842,21.342,7.8,5
30.893,21.392,7.85,5
30.943,21.443,7.9,5
30.994,21.494,7.95,5
31.045,21.545,8,5
31.095,21.595,8.05,5
31.146,21.646,8.1,5
31.197,21.697,8.15,5
31.247,21.747,8.2,5
31.298,21.798,8.25,5
31.349,21.849,8.3,5
31.399,21.899,8.35,5
31.45,21.95,8.4,5
31.501,22,8.45,5
31.551,22.051,8.5,5
31.602,22.101,8.55,5
31.652,22.152,8.6,5
31.703,22.202,8.65,5
31.753,22.253,8.7,5
31.803,22.303,8.75,5
31.854,22.354,8.8,5
31.904,22.404,8.85,5
31.954,22.454,8.9,5
32.005,22.504,8.95,5
32.055,22.555,9,5
32.105,22.605,9.05,5
32.155,22.655,9.1,5
32.205,22.705,9.15,5
32.255,22.755,9.2,5
32.305,22.805,9.25,5
32.355,22.855,9.3,5
32.405,22.905,9.35,5
32.455,22.955,9.4,5
32.505,23.005,9.45,5
32.555,23.055,9.5,5
32.605,23.105,9.55,5
32.655,23.155,9.6,5
32.705,23.205,9.65,5
32.755,23.255,9.7,5
32.805,23.305,9.75,5
32.855,23.354,9.8,5
32.904,23.404,9.85,5
32.954,23.454,9.9,5
33.004,23.504,9.95,5
33.054,23.554,10,5
33.104,23.603,10.05,5
33.153,23.653,10.1,5
33.203,23.703,10.15,5
33.253,23.753,10.2,5
33.303,23.802,10.25,5
33.352,23.852,10.3,5
33.402,23.902,10.35,5
33.452,23.952,10.4,5
33.502,24.002,10.45,5
33.551,24.051,10.5,5
33.601,24.101,10.55,5
33.651,24.151,10.6,5
33.701,24.201,10.65,5
33.751,24.25,10.7,5
33.8,24.3,10.75,5
33.85,24.35,10.8,5
33.9,24.4,10.85,5
33.95,24.45,10.9,5
34,24.5,10.95,5
34.049,24.549,11,5
34.099,24.599,11.05,5
34.149,24.649,11.1,5
34.199,24.699,11.15,5
34.249,24.749,11.2,5
34.299,24.799,11.25,5
34.349,24.849,11.3,5
34.399,24.899,11.35,5
34.449,24.949,11.4,5
34.499,24.999,11.45,5
34.549,25.048,11.5,5
34.599,25.098,11.55,5
34.649,25.148,11.6,5
34.699,25.198,11.65,5
34.749,25.248,11.7,5
34.799,25.298,11.75,5
34.849,25.348,11.8,5
34.899,25.398,11.85,5
34.949,25.448,11.9,5
34.999,25.499,11.95,5
35.049,25.549,12,5
35.099,25.599,12.05,5
35.149,25.649,12.1,5
35.199,25.699,12.15,5
35.249,25.749,12.2,5
35.299,25.799,12.25,5
35.349,25.849,12.3,5
35.399,25.899,12.35,5
35.449,25.949,12.4,5
35.499,25.999,12.45,5
35.549,26.049,12.5,5
35.599,26.099,12.55,5
35.65,26.149,12.6,5
35.7,26.2,12.65,5
35.75,26.25,12.7,5
35.8,26.3,12.75,5
35.85,26.35,12.8,5
35.9,26.4,12.85,5
35.95,26.45,12.9,5
36,26.5,12.95,5
36.05,26.55,13,5
36.1,26.6,13.05,5
36.15,26.65,13.1,5
36.2,26.7,13.15,5
36.25,26.75,13.2,5
36.3,26.8,13.25,5
36.351,26.85,13.3,5
36.401,26.9,13.35,5
36.451,26.951,13.4,5
36.501,27.001,13.45,5
36.551,27.051,13.5,5
36.601,27.101,13.55,5
36.651,27.151,13.6,5
36.701,27.201,13.65,5
36.751,27.251,13.7,5
36.801,27.301,13.75,5
36.851,27.351,13.8,5
36.901,27.401,13.85,5
36.951,27.451,13.9,5
37.001,27.501,13.95,5
37.051,27.551,14,5
37.101,27.601,14.05,5
37.151,27.651,14.1,5
37.201,27.701,14.15,5
37.251,27.751,14.2,5
37.301,27.801,14.25,5
37.351,27.851,14.3,5
37.401,27.901,14.35,5
37.451,27.951,14.4,5
37.501,28.001,14.45,5
37.551,28.051,14.5,5
37.601,28.101,14.55,5
37.651,28.151,14.6,5
37.701,28.201,14.65,5
37.751,28.251,14.7,5
37.801,28.3,14.75,5
37.851,28.35,14.8,5
37.901,28.4,14.85,5
37.95,28.45,14.9,5
38,28.5,14.95,5
38.05,28.55,15,5
38.1,28.6,15.05,5
38.15,28.65,15.1,5
38.2,28.7,15.15,5
38.25,28.75,15.2,5
38.3,28.8,15.25,5
38.35,28.85,15.3,5
38.4,28.9,15.35,5
38.45,28.95,15.4,5
38.5,29,15.45,5
38.55,29.05,15.5,5
38.6,29.1,15.55,5
38.65,29.15,15.6,5
38.7,29.2,15.65,5
38.75,29.25,15.7,5
38.8,29.3,15.75,5
38.85,29.35,15.8,5
38.9,29.4,15.85,5
38.95,29.45,15.9,5
39,29.5,15.95,5
39.05,29.55,16,5
39.1,29.6,16.05,5
39.15,29.65,16.1,5
39.2,29.7,16.15,5
39.25,29.75,16.2,5
39.3,29.8,16.25,5
39.35,29.85,16.3,5
39.4,29.9,16.35,5
39.45,29.95,16.4,5
39.5,30,16.45,5
39.55,30.05,16.5,5
39.6,30.1,16.55,5
39.65,30.15,16.6,5
19.942,10.396,0,5
19.956,10.784,0.05,5
20.039,11.153,0.1,5
20.182,11.49,0.15,5
20.378,11.783,0.2,5
20.619,12.025,0.25,5
20.894,12.205,0.3,5
21.189,12.315,0.35,5
21.491,12.346,0.4,5
21.775,12.29,0.45,5
22.009,12.141,0.5,5
22.151,11.917,0.55,5
22.171,11.663,0.6,5
22.073,11.439,0.65,5
21.889,11.291,0.7,5
21.667,11.239,0.75,5
21.448,11.279,0.8,5
21.266,11.395,0.85,5
21.135,11.561,0.9,5
21.063,11.754,0.95,5
21.046,11.955,1,5
21.078,12.151,1.05,5
21.15,12.331,1.1,5
21.253,12.49,1.15,5
21.379,12.627,1.2,5
21.521,12.74,1.25,5
21.672,12.831,1.3,5
21.829,12.901,1.35,5
21.987,12.955,1.4,5
22.143,12.994,1.45,5
22.296,13.022,1.5,5
22.443,13.043,1.55,5
22.585,13.062,1.6,5
22.72,13.087,1.65,5
22.841,13.135,1.7,5
22.935,13.217,1.75,5
22.99,13.323,1.8,5
23.002,13.436,1.85,5
22.973,13.541,1.9,5
22.908,13.622,1.95,5
22.815,13.655,2,5
22.724,13.627,2.05,5
22.667,13.555,2.1,5
22.657,13.467,2.15,5
22.686,13.385,2.2,5
22.745,13.323,2.25,5
22.821,13.285,2.3,5
22.904,13.27,2.35,5
22.987,13.277,2.4,5
23.067,13.3,2.45,5
23.142,13.336,2.5,5
23.212,13.383,2.55,5
23.275,13.437,2.6,5
23.333,13.497,2.65,5
23.387,13.561,2.7,5
23.436,13.627,2.75,5
23.484,13.695,2.8,5
23.529,13.764,2.85,5
23.572,13.834,2.9,5
23.615,13.903,2.95,5
23.658,13.972,3,5
23.701,14.041,3.05,5
23.744,14.108,3.1,5
23.787,14.175,3.15,5
23.832,14.24,3.2,5
23.877,14.304,3.25,5
23.923,14.367,3.3,5
23.97,14.428,3.35,5
24.017,14.488,3.4,5
24.065,14.547,3.45,5
24.114,14.604,3.5,5
24.163,14.66,3.55,5
24.213,14.716,3.6,5
24.262,14.769,3.65,5
24.312,14.822,3.7,5
24.363,14.875,3.75,5
24.413,14.926,3.8,5
24.463,14.977,3.85,5
24.513,15.027,3.9,5
24.563,15.076,3.95,5
24.612,15.125,4,5
24.662,15.174,4.05,5
24.711,15.222,4.1,5
24.76,15.27,4.15,5
24.809,15.317,4.2,5
24.857,15.365,4.25,5
24.906,15.412,4.3,5
24.954,15.459,4.35,5
25.002,15.506,4.4,5
25.049,15.553,4.45,5
25.097,15.6,4.5,5
25.144,15.646,4.55,5
25.191,15.693,4.6,5
25.238,15.739,4.65,5
25.285,15.786,4.7,5
25.332,15.833,4.75,5
25.379,15.879,4.8,5
25.426,15.926,4.85,5
25.473,15.973,4.9,5
25.52,16.019,4.95,5
25.567,16.066,5,5
25.614,16.113,5.05,5
25.661,16.16,5.1,5
25.708,16.207,5.15,5
25.755,16.254,5.2,5
25.802,16.302,5.25,5
25.85,16.349,5.3,5
25.897,16.397,5.35,5
25.945,16.444,5.4,5
25.993,16.492,5.45,5
26.041,16.54,5.5,5
26.089,16.588,5.55,5
26.137,16.636,5.6,5
26.185,16.685,5.65,5
26.234,16.733,5.7,5
26.282,16.782,5.75,5
26.331,16.831,5.8,5
26.38,16.88,5.85,5
26.429,16.929,5.9,5
26.479,16.978,5.95,5
26.528,17.028,6,5
26.578,17.077,6.05,5
26.627,17.127,6.1,5
26.677,17.177,6.15,5
26.727,17.227,6.2,5
26.777,17.277,6.25,5
26.827,17.327,6.3,5
26.878,17.377,6.35,5
26.928,17.428,6.4,5
26.978,17.478,6.45,5
27.029,17.529,6.5,5
27.08,17.58,6.55,5
27.13,17.63,6.6,5
27.181,17.681,6.65,5
27.232,17.732,6.7,5
27.283,17.783,6.75,5
27.334,17.834,6.8,5
27.385,17.885,6.85,5
27.436,17.936,6.9,5
27.487,17.987,6.95,5
19.977,10.158,0,5
19.97,10.318,0.02,5
19.978,10.478,0.04,5
20,10.636,0.06,5
20.036,10.791,0.08,5
20.083,10.943,0.1,5
20.142,11.091,0.12,5
20.21,11.234,0.14,5
20.287,11.372,0.16,5
20.372,11.504,0.18,5
20.464,11.631,0.2,5
20.563,11.752,0.22,5
20.667,11.867,0.24,5
20.776,11.977,0.26,5
20.889,12.081,0.28,5
21.006,12.179,0.3,5
21.126,12.272,0.32,5
21.249,12.359,0.34,5
21.373,12.442,0.36,5
21.5,12.519,0.38,5
21.628,12.591,0.4,5
21.756,12.658,0.42,5
21.886,12.721,0.44,5
22.016,12.78,0.46,5
22.145,12.834,0.48,5
22.275,12.885,0.5,5
22.405,12.931,0.52,5
22.533,12.974,0.54,5
22.662,13.014,0.56,5
22.789,13.05,0.58,5
22.915,13.083,0.6,5
23.039,13.113,0.62,5
23.162,13.141,0.64,5
23.284,13.166,0.66,5
23.404,13.188,0.68,5
23.523,13.209,0.7,5
23.639,13.227,0.72,5
23.753,13.244,0.74,5
23.866,13.261,0.76,5
23.973,13.287,0.78,5
24.069,13.341,0.8,5
24.146,13.415,0.82,5
24.201,13.504,0.84,5
24.234,13.602,0.86,5
24.243,13.703,0.88,5
24.23,13.802,0.9,5
24.197,13.894,0.92,5
24.146,13.976,0.94,5
24.08,14.044,0.96,5
24.003,14.098,0.98,5
23.918,14.134,1,5
23.829,14.152,1.02,5
23.74,14.153,1.04,5
23.653,14.137,1.06,5
23.572,14.106,1.08,5
23.499,14.061,1.1,5
23.436,14.004,1.12,5
23.385,13.938,1.14,5
23.347,13.864,1.16,5
23.322,13.787,1.18,5
23.311,13.707,1.2,5
23.312,13.627,1.22,5
23.326,13.55,1.24,5
23.351,13.476,1.26,5
23.386,13.407,1.28,5
23.431,13.345,1.3,5
23.482,13.289,1.32,5
23.54,13.242,1.34,5
23.603,13.202,1.36,5
23.669,13.17,1.38,5
23.739,13.147,1.4,5
23.809,13.132,1.42,5
23.881,13.124,1.44,5
23.952,13.123,1.46,5
24.022,13.13,1.48,5
24.091,13.142,1.5,5
24.158,13.161,1.52,5
24.222,13.185,1.54,5
24.284,13.214,1.56,5
24.343,13.247,1.58,5
24.398,13.284,1.6,5
24.451,13.324,1.62,5
24.5,13.367,1.64,5
24.546,13.413,1.66,5
24.589,13.461,1.68,5
24.629,13.511,1.7,5
24.666,13.562,1.72,5
24.699,13.614,1.74,5
24.73,13.668,1.76,5
24.759,13.722,1.78,5
24.784,13.776,1.8,5
24.808,13.831,1.82,5
24.829,13.885,1.84,5
24.849,13.94,1.86,5
24.866,13.994,1.88,5
24.882,14.048,1.9,5
24.897,14.102,1.92,5
24.911,14.155,1.94,5
24.924,14.207,1.96,5
24.936,14.259,1.98,5
24.948,14.309,2,5
24.96,14.359,2.02,5
24.972,14.409,2.04,5
24.985,14.457,2.06,5
24.998,14.503,2.08,5
25.014,14.549,2.1,5
25.031,14.593,2.12,5
25.051,14.635,2.14,5
25.073,14.674,2.16,5
25.098,14.711,2.18,5
25.125,14.745,2.2,5
25.156,14.776,2.22,5
25.188,14.803,2.24,5
25.223,14.825,2.26,5
25.26,14.843,2.28,5
25.297,14.857,2.3,5
25.335,14.866,2.32,5
25.374,14.871,2.34,5
25.411,14.869,2.36,5
25.447,14.859,2.38,5
25.483,14.86,2.4,5
25.517,14.869,2.42,5
25.549,14.885,2.44,5
25.575,14.907,2.46,5
25.598,14.932,2.48,5
25.615,14.96,2.5,5
25.628,14.99,2.52,5
25.637,15.021,2.54,5
25.641,15.052,2.56,5
25.642,15.083,2.58,5
25.638,15.113,2.6,5
25.632,15.142,2.62,5
25.623,15.17,2.64,5
25.621,15.199,2.66,5
25.623,15.227,2.68,5
25.631,15.253,2.7,5
25.642,15.278,2.72,5
25.657,15.3,2.74,5
25.674,15.319,2.76,5
25.694,15.337,2.78,5
25.714,15.351,2.8,5
25.736,15.364,2.82,5
25.758,15.374,2.84,5
25.78,15.383,2.86,5
25.803,15.391,2.88,5
25.825,15.398,2.9,5
25.847,15.404,2.92,5
25.869,15.41,2.94,5
25.89,15.416,2.96,5
25.911,15.422,2.98,5
25.931,15.429,3,5
25.951,15.437,3.02,5
25.97,15.445,3.04,5
25.988,15.454,3.06,5
26.006,15.464,3.08,5
26.023,15.474,3.1,5
26.039,15.485,3.12,5
26.055,15.496,3.14,5
26.07,15.508,3.16,5
26.085,15.52,3.18,5
26.099,15.533,3.2,5
26.112,15.545,3.22,5
26.125,15.558,3.24,5
26.138,15.571,3.26,5
26.15,15.584,3.28,5
19.977,10.158,0,5
19.974,10.318,0.02,5
19.991,10.477,0.04,5
20.026,10.633,0.06,5
20.077,10.783,0.08,5
20.143,10.928,0.1,5
20.221,11.067,0.12,5
20.311,11.197,0.14,5
20.411,11.32,0.16,5
20.519,11.434,0.18,5
20.635,11.541,0.2,5
20.757,11.639,0.22,5
20.884,11.729,0.24,5
21.015,11.811,0.26,5
21.151,11.885,0.28,5
21.289,11.952,0.3,5
21.429,12.012,0.32,5
21.571,12.065,0.34,5
21.714,12.111,0.36,5
21.858,12.152,0.38,5
22.001,12.186,0.4,5
22.145,12.215,0.42,5
22.288,12.239,0.44,5
22.431,12.259,0.46,5
22.573,12.274,0.48,5
22.713,12.285,0.5,5
22.852,12.291,0.52,5
22.989,12.295,0.54,5
23.125,12.295,0.56,5
23.258,12.293,0.58,5
23.39,12.287,0.6,5
23.52,12.28,0.62,5
23.647,12.27,0.64,5
23.773,12.259,0.66,5
23.896,12.246,0.68,5
24.017,12.233,0.7,5
24.135,12.219,0.72,5
24.252,12.207,0.74,5
24.367,12.198,0.76,5
24.479,12.205,0.78,5
24.585,12.238,0.8,5
24.678,12.293,0.82,5
24.755,12.367,0.84,5
24.813,12.454,0.86,5
24.849,12.551,0.88,5
24.865,12.651,0.9,5
24.86,12.75,0.92,5
24.836,12.845,0.94,5
24.794,12.932,0.96,5
24.738,13.008,0.98,5
24.669,13.071,1,5
24.591,13.12,1.02,5
24.506,13.153,1.04,5
24.418,13.169,1.06,5
24.33,13.169,1.08,5
24.245,13.153,1.1,5
19.977,10.158,0,5
19.964,10.319,0.02,5
19.961,10.48,0.04,5
19.967,10.643,0.06,5
19.981,10.805,0.08,5
20.004,10.967,0.1,5
20.034,11.128,0.12,5
20.072,11.288,0.14,5
20.116,11.447,0.16,5
20.166,11.604,0.18,5
20.222,11.759,0.2,5
20.282,11.912,0.22,5
20.348,12.062,0.24,5
20.418,12.211,0.26,5
20.493,12.357,0.28,5
20.571,12.5,0.3,5
20.652,12.641,0.32,5
20.736,12.779,0.34,5
20.824,12.915,0.36,5
20.914,13.048,0.38,5
21.006,13.178,0.4,5
21.1,13.305,0.42,5
21.196,13.43,0.44,5
21.293,13.552,0.46,5
21.392,13.671,0.48,5
21.492,13.788,0.5,5
21.594,13.901,0.52,5
21.696,14.012,0.54,5
21.798,14.12,0.56,5
21.902,14.226,0.58,5
22.005,14.328,0.6,5
22.109,14.428,0.62,5
22.214,14.525,0.64,5
22.318,14.62,0.66,5
22.422,14.711,0.68,5
22.526,14.8,0.7,5
22.629,14.886,0.72,5
22.733,14.969,0.74,5
22.836,15.05,0.76,5
22.938,15.127,0.78,5
23.04,15.201,0.8,5
23.142,15.272,0.82,5
23.243,15.34,0.84,5
23.344,15.404,0.86,5
23.446,15.463,0.88,5
23.551,15.51,0.9,5
23.662,15.527,0.92,5
23.772,15.515,0.94,5
23.873,15.474,0.96,5
23.958,15.411,0.98,5
24.024,15.329,1,5
24.068,15.236,1.02,5
24.088,15.136,1.04,5
24.085,15.036,1.06,5
24.06,14.941,1.08,5
24.016,14.854,1.1,5
23.957,14.779,1.12,5
